osmid,speed_kmh
578378463,30.0
578380544,30.0
578380546,30.0
578380548,30.0
578380550,30.0
578380552,30.0
578380554,30.0
578380556,40.0
578382604,30.0
578382605,30.0
578382606,30.0
578382607,30.0
578382608,30.0
578382609,30.0
578382610,30.0
578382611,30.0
578382612,30.0
578395176,30.0
578395177,30.0
578395178,30.0
578395179,30.0
578395180,30.0
578395181,30.0
578395182,30.0
578395183,30.0
578395184,30.0
578395185,30.0
578395187,30.0
578395189,30.0
578395190,30.0
578395192,30.0
578395194,30.0
578395196,30.0
578395198,30.0
578395199,30.0
578395200,30.0
578395202,30.0
578395205,30.0
578395206,30.0
578395207,30.0
578395208,30.0
578395209,30.0
578395210,30.0
578398785,30.0
578398787,24.0
578398789,24.0
578398793,24.0
578398814,30.0
578398817,30.0
578398820,30.0
578398823,24.0
578398826,25.0
578398831,30.0
578406050,30.0
578406053,30.0
578406056,30.0
578406060,30.0
578406063,30.0
578406066,30.0
578406070,30.0
578406074,30.0
578406077,30.0
578406080,30.0
578406083,30.0
578406086,30.0
578406090,30.0
578406095,30.0
578406099,30.0
578406103,30.0
578406107,30.0
578406110,30.0
578406114,30.0
578406117,30.0
578406120,30.0
578409797,30.0
578409798,30.0
578409799,30.0
578409800,30.0
578409801,30.0
578409802,30.0
578409803,30.0
578409804,30.0
578409805,30.0
578409806,30.0
578409807,30.0
578409808,30.0
578409809,30.0
578409810,30.0
578409811,30.0
578409812,30.0
578409813,30.0
578409814,30.0
578409815,30.0
578409816,30.0
578409817,30.0
578409818,30.0
578409819,30.0
578409820,30.0
578409821,30.0
578409822,30.0
578409823,30.0
578409824,30.0
578409826,30.0
578409827,30.0
578409828,30.0
578409829,30.0
578409830,30.0
578409831,30.0
578409832,30.0
578409834,30.0
578409835,30.0
578409836,30.0
578409837,30.0
578409838,30.0
578409840,30.0
578409841,30.0
578409842,30.0
578409843,30.0
578409844,30.0
578409845,30.0
578409846,30.0
578409847,30.0
578409848,25.0
578409849,30.0
578409850,30.0
578409851,30.0
578409852,30.0
578409853,30.0
578409854,30.0
578409855,30.0
578411932,24.0
578411933,24.0
578411935,20.0
578411943,24.0
578411945,20.0
578411946,30.0
578411948,24.0
578411952,30.0
578411954,30.0
578413022,20.0
578413024,30.0
578413028,30.0
578413029,30.0
578413031,30.0
578413034,30.0
578413037,25.0
578413040,25.0
578413045,30.0
578413047,25.0
578413050,30.0
578413052,30.0
578413054,25.0
578413056,30.0
578417971,30.0
578422310,30.0
578422311,30.0
578422312,30.0
578422313,30.0
578422314,30.0
578422315,30.0
578422316,30.0
578422317,30.0
578422318,30.0
578422319,30.0
578422320,30.0
578422321,30.0
578422322,30.0
578422323,30.0
578422324,30.0
578422325,30.0
578422326,30.0
578422327,30.0
578422328,30.0
578422329,30.0
578422330,30.0
578422331,30.0
578422332,30.0
578422334,30.0
578422336,30.0
578427581,40.0
578427584,40.0
578429729,30.0
578429730,30.0
578678699,30.0
578678700,30.0
578678701,24.0
578678702,16.0
578678703,30.0
578678704,30.0
578678705,30.0
578678706,30.0
578678707,24.0
578678708,24.0
578678709,24.0
578679005,30.0
578679006,30.0
578679007,30.0
578679008,30.0
578679009,30.0
578679010,30.0
578679054,20.0
578679055,20.0
578679056,20.0
578679057,20.0
578679064,30.0
578679065,30.0
578679066,30.0
578679067,30.0
578679068,30.0
578679069,30.0
578679070,30.0
578679071,30.0
578679072,30.0
578679073,30.0
578679074,30.0
578679075,30.0
578679076,30.0
578679077,30.0
578679078,30.0
578679079,30.0
578679080,60.0
578679081,60.0
578679447,30.0
578679449,25.0
578679450,30.0
578679451,30.0
578679452,30.0
578679453,30.0
578679454,30.0
578679455,25.0
578679456,30.0
578679457,30.0
578679458,25.0
578679459,25.0
578679460,25.0
578680445,30.0
578680446,30.0
578680447,30.0
578680448,30.0
578680449,30.0
578680450,30.0
578680451,25.0
578680452,25.0
578680453,30.0
578680454,30.0
578680455,30.0
578680456,30.0
578680457,30.0
578680458,30.0
578680459,30.0
578680460,30.0
578680461,30.0
578680462,30.0
578680463,30.0
578686032,25.0
578686033,25.0
578686226,30.0
578686227,25.0
578686228,25.0
578686229,30.0
578686230,30.0
578686231,30.0
578686232,30.0
578686233,30.0
578686234,30.0
578686235,30.0
578686236,30.0
578686237,30.0
578686238,30.0
578686239,30.0
578686240,30.0
578686241,30.0
578686242,30.0
578686243,30.0
578686244,30.0
578686245,30.0
578686246,30.0
578686247,30.0
578686248,30.0
578686249,30.0
578686250,30.0
578686251,30.0
578686252,30.0
578686253,30.0
578689716,30.0
578689717,30.0
578689718,30.0
578689719,30.0
578689720,30.0
578689721,30.0
578689722,30.0
578689723,30.0
578689724,30.0
578689725,30.0
578689726,30.0
578689727,30.0
578689728,30.0
578689729,30.0
578689730,30.0
578689731,30.0
578689732,30.0
578689733,30.0
578691698,30.0
578692092,30.0
578692094,30.0
578692097,30.0
578693553,30.0
578693554,30.0
578693555,30.0
578693556,30.0
578693557,30.0
578693558,30.0
578693559,30.0
578693560,30.0
578693561,30.0
578693562,30.0
578693563,30.0
578693564,30.0
578693565,30.0
578695486,20.0
578695487,20.0
578695488,20.0
578695489,20.0
578695490,20.0
578695491,20.0
578695492,20.0
578695493,20.0
578695494,20.0
578695495,20.0
578695496,20.0
578695497,20.0
578695498,20.0
578695501,30.0
578695502,30.0
578695506,40.0
578695507,25.0
578695508,30.0
578698315,20.0
578698316,30.0
578698321,30.0
578698322,30.0
578698323,20.0
578698324,30.0
578698325,20.0
578698371,36.0
578698372,36.0
578698374,45.0
578698375,45.0
578698377,36.0
578698378,36.0
578698379,30.0
578698380,30.0
578698381,30.0
578698382,30.0
578698383,30.0
578698384,30.0
578698385,30.0
578702794,24.0
578702797,24.0
578702799,24.0
578702805,30.0
578702806,30.0
578702807,30.0
578702808,30.0
578702809,30.0
578702810,24.0
578702811,24.0
578702812,30.0
578702813,20.0
578702814,20.0
578702815,20.0
578702816,30.0
578702817,30.0
578702818,30.0
578702819,30.0
578702820,24.0
578702822,30.0
578702823,30.0
578702824,30.0
578702825,30.0
578702826,30.0
578702829,30.0
578702830,30.0
578702831,30.0
578702832,30.0
578702833,30.0
578702834,30.0
578702835,30.0
578702836,30.0
578702837,30.0
578702839,30.0
578702842,30.0
578702844,30.0
578702845,30.0
578702846,30.0
578702847,30.0
578702848,30.0
578702849,30.0
578702850,30.0
578702851,30.0
578702852,30.0
578702853,30.0
578702854,30.0
578702855,30.0
578702856,30.0
578702857,30.0
578702859,30.0
578702860,30.0
578702861,30.0
578702862,30.0
578702863,30.0
578702864,30.0
578702865,30.0
578702867,30.0
578702868,30.0
578702869,30.0
578702870,30.0
578702871,30.0
578702872,30.0
578702873,30.0
578702874,30.0
578702875,30.0
578702876,30.0
578702877,30.0
578702878,30.0
578702879,30.0
578702880,30.0
578702881,30.0
578702882,30.0
578702883,30.0
578702884,30.0
578702885,30.0
578702887,20.0
578702979,30.0
578702980,30.0
578702981,30.0
578702982,30.0
578702983,30.0
578702984,30.0
578702985,30.0
578702986,30.0
578702987,30.0
578702988,30.0
578702989,30.0
578702990,30.0
578702991,30.0
578702992,30.0
578702993,30.0
578702994,30.0
578702996,30.0
578702997,30.0
578702998,30.0
578702999,30.0
578703000,30.0
578703001,30.0
578703002,30.0
578703003,30.0
578703004,30.0
578703005,30.0
578703006,30.0
578703007,30.0
578706865,30.0
578706866,30.0
578710088,30.0
578710089,30.0
578710092,30.0
578710094,30.0
578710096,30.0
578710097,30.0
578710099,30.0
578710101,30.0
578710103,30.0
578710106,30.0
578710108,30.0
578710109,30.0
578710110,30.0
578710111,30.0
578710112,30.0
578710113,30.0
578710114,30.0
578710115,30.0
578710116,30.0
578710117,30.0
578710118,30.0
578710119,30.0
578710120,30.0
578710121,30.0
578710122,30.0
578710123,30.0
578710124,30.0
578710125,30.0
578710126,30.0
578710127,30.0
578710128,30.0
578710130,25.0
578710131,30.0
578710132,30.0
578710133,30.0
578710134,30.0
578710135,30.0
578714271,45.0
578714272,36.0
578714273,36.0
578714274,36.0
578714275,45.0
578714276,45.0
578723506,30.0
578723507,30.0
578723508,30.0
578723509,30.0
578723511,30.0
578723512,30.0
578723513,30.0
578723514,30.0
578723515,30.0
578723516,30.0
578723517,30.0
578723518,30.0
578723519,30.0
578723520,30.0
578723521,30.0
578723522,30.0
578723523,30.0
578723524,30.0
578749725,30.0
578749726,30.0
578749727,30.0
578749728,30.0
578749729,30.0
578749730,30.0
578749731,30.0
578749732,30.0
578749733,30.0
578749735,30.0
578749736,30.0
578749737,30.0
578749738,30.0
578749739,30.0
578768213,30.0
578768215,30.0
578768216,30.0
578768217,30.0
578768218,30.0
578768220,30.0
578768221,30.0
578768222,30.0
578768223,30.0
578778398,30.0
578778400,30.0
578778401,30.0
578778402,30.0
578778403,30.0
578778404,30.0
578778405,30.0
578778406,30.0
578778407,30.0
578778408,30.0
578780698,30.0
579068584,30.0
579068585,30.0
579068738,30.0
579068739,30.0
579068740,30.0
579068741,30.0
579068742,20.0
579068743,20.0
579068744,20.0
579068745,30.0
579068746,30.0
579068747,30.0
579068748,30.0
579068749,30.0
579068750,30.0
579068751,30.0
579068752,30.0
579068753,30.0
579068754,30.0
579068755,30.0
579068756,30.0
579068757,20.0
579068758,30.0
579076658,30.0
579076659,30.0
579076660,30.0
579076661,30.0
579076662,30.0
579076663,30.0
579076664,30.0
579076665,30.0
579076666,30.0
579076667,30.0
579076668,30.0
579076669,30.0
579076670,30.0
579085910,30.0
579085911,30.0
579085912,30.0
579085913,30.0
579085914,30.0
579085915,30.0
579085916,30.0
579085917,30.0
579085918,30.0
579085919,30.0
579085920,30.0
579085921,30.0
579085922,30.0
579085923,30.0
579085925,30.0
579085926,30.0
579085927,30.0
579085928,30.0
579085929,30.0
579085930,30.0
579085931,30.0
579085932,30.0
579085976,30.0
579085977,30.0
579085978,30.0
579085979,30.0
579085980,30.0
579085981,30.0
579085982,30.0
579085984,30.0
579085988,30.0
579085989,30.0
579085990,30.0
579085991,30.0
579085992,30.0
579085993,30.0
579085994,30.0
579085995,30.0
579085996,30.0
579085997,30.0
579085998,30.0
579085999,30.0
579086000,30.0
579086001,30.0
579086002,30.0
579086003,30.0
579086004,30.0
579086005,30.0
579086007,30.0
579086008,30.0
579086009,25.0
579086010,30.0
579086011,30.0
579086012,30.0
579086013,30.0
579086014,30.0
579086015,30.0
579086016,30.0
579086017,30.0
579086018,30.0
579086019,30.0
579086020,30.0
579086021,30.0
579086022,30.0
579086023,30.0
579086025,30.0
579086026,25.0
579093245,30.0
579093246,30.0
579093247,30.0
579093248,30.0
579093249,30.0
579093250,30.0
579093251,30.0
579093252,30.0
579093253,30.0
579093254,30.0
579093255,30.0
579093256,30.0
579093257,30.0
579101556,30.0
579101557,30.0
579101558,30.0
579101559,30.0
579101560,30.0
579101561,30.0
579101562,30.0
579101563,30.0
579101564,30.0
579101565,30.0
579101566,30.0
579101567,30.0
579101568,30.0
579101569,30.0
579127283,30.0
579127284,30.0
579127285,30.0
579127286,30.0
579127287,30.0
579127288,30.0
579127289,30.0
579127290,30.0
579127291,30.0
579127292,30.0
579127293,30.0
579127294,30.0
579127295,30.0
579127296,30.0
579127297,30.0
579127298,30.0
579127299,30.0
579127300,30.0
579127301,30.0
579127302,30.0
579127303,30.0
579127304,30.0
579127305,30.0
579127306,30.0
579127307,30.0
579127308,30.0
579127309,30.0
579127310,30.0
579127311,30.0
579127312,30.0
579127313,30.0
579127314,30.0
579127315,30.0
579127316,30.0
579127317,30.0
579141017,30.0
579141018,30.0
579141019,30.0
579141020,30.0
579141021,30.0
579141022,30.0
579141023,30.0
579141024,30.0
579141025,30.0
579141026,30.0
579141027,30.0
579141028,30.0
579141029,30.0
579141030,30.0
579141031,30.0
579141032,30.0
579141033,30.0
579176543,30.0
579176544,30.0
579176545,30.0
579176546,30.0
579176547,30.0
579176548,30.0
579176549,30.0
579176550,30.0
579176551,30.0
579176552,30.0
579176553,30.0
579176554,30.0
579176555,30.0
579176556,30.0
579176557,30.0
579176558,30.0
579176559,30.0
579176560,30.0
579176562,30.0
579176563,30.0
579176564,30.0
579176565,30.0
579176566,30.0
579176567,30.0
579176568,30.0
579176569,30.0
579176570,30.0
579176571,30.0
579176572,30.0
579176573,30.0
579176574,30.0
579176575,30.0
579176576,30.0
579176577,30.0
579176578,30.0
579176579,30.0
579176580,30.0
579176581,30.0
579176582,30.0
579176583,30.0
579176584,30.0
579176586,30.0
579176587,30.0
579176588,30.0
579176589,30.0
579176590,30.0
579177964,30.0
579177966,30.0
579177968,30.0
579177969,30.0
579177970,30.0
579177971,30.0
579177972,30.0
579177973,30.0
579177974,30.0
579177975,30.0
579177976,30.0
579177977,30.0
579177978,30.0
579177979,30.0
579177980,30.0
579177981,30.0
579177982,30.0
579177983,30.0
579177984,30.0
579177985,30.0
579177986,30.0
579177987,30.0
579177988,30.0
579177989,30.0
579177990,30.0
579190185,30.0
579190186,30.0
579190187,30.0
579190188,30.0
579190189,30.0
579190191,30.0
579190192,30.0
579190193,30.0
579190194,30.0
579190195,30.0
579190196,30.0
579190197,30.0
579190198,30.0
579190199,30.0
579190200,30.0
579190201,30.0
579190202,30.0
579190203,30.0
579190204,30.0
579190205,30.0
579190207,30.0
579190208,30.0
579190209,30.0
579190210,30.0
579190211,30.0
579190213,30.0
579190214,30.0
579190215,30.0
579190216,30.0
579190217,30.0
579190218,30.0
579190219,30.0
579190220,30.0
579190221,30.0
579191676,30.0
579316449,30.0
579316451,30.0
579316452,30.0
579316454,30.0
579316457,30.0
579316459,30.0
579316461,30.0
579316463,30.0
579316465,30.0
579316466,30.0
579317334,30.0
579317335,30.0
579319600,30.0
579320849,30.0
579320850,30.0
579324688,30.0
579324689,30.0
579324691,30.0
579324693,30.0
579325485,30.0
579371411,30.0
579371413,30.0
579371414,30.0
579371415,30.0
579371416,30.0
579371417,30.0
579371418,30.0
579376729,30.0
579376730,30.0
579376731,30.0
579376732,45.0
579376733,30.0
579376734,30.0
579376735,20.0
579376736,20.0
579376737,20.0
579376738,20.0
579376739,20.0
579376740,20.0
579376741,20.0
579376742,20.0
579376743,20.0
579376744,20.0
579379264,30.0
579379265,30.0
579379266,45.0
579379267,20.0
579379268,30.0
579379269,30.0
579379270,30.0
579379271,30.0
579379272,20.0
579379273,30.0
579379274,20.0
579379277,20.0
579379278,20.0
579379279,30.0
579379281,30.0
579379282,30.0
579379283,30.0
579379284,30.0
579379285,30.0
579379286,30.0
579379287,20.0
579382973,30.0
579382974,20.0
579382975,30.0
579382976,20.0
579382977,20.0
579382978,20.0
579382979,20.0
579382980,30.0
579383981,20.0
579383982,20.0
579385604,30.0
579385606,50.0
579385608,40.0
579385609,25.0
579385610,30.0
579385611,30.0
579385612,30.0
579385613,30.0
579385615,20.0
579385616,20.0
579385618,20.0
579385619,20.0
579385620,30.0
579385623,20.0
579385624,20.0
579385626,20.0
579385627,20.0
579387390,30.0
579387391,20.0
579387392,20.0
579387393,20.0
579387394,20.0
579387395,20.0
579387396,20.0
579387397,20.0
579387398,20.0
579387399,20.0
579387400,20.0
579387401,20.0
579387402,20.0
579387403,30.0
579387404,20.0
579387405,30.0
579387406,30.0
579387407,30.0
579387408,30.0
579388323,30.0
579388325,20.0
579388328,20.0
579388330,30.0
579388332,20.0
579388335,20.0
579389918,30.0
579389919,30.0
579389922,30.0
579389923,30.0
579389924,30.0
579389925,30.0
579389926,30.0
579389927,30.0
579389929,40.0
579389930,30.0
579389931,30.0
579389932,30.0
579389933,30.0
579389934,20.0
579390154,20.0
579423881,30.0
579423882,30.0
579423883,30.0
579423884,30.0
579423885,30.0
579424568,25.0
579426030,30.0
579426031,30.0
579426032,30.0
579426033,30.0
579426034,30.0
579426035,30.0
579426036,30.0
579426037,30.0
579426038,30.0
579426039,30.0
579426040,30.0
579426041,30.0
579426042,30.0
579426043,30.0
579426044,30.0
579426045,30.0
579426046,30.0
579426047,30.0
579426048,30.0
579426049,30.0
579426050,30.0
579426051,30.0
579426052,30.0
579426053,30.0
579426054,30.0
579427099,30.0
579427100,30.0
579427101,30.0
579427102,30.0
579427103,30.0
579427104,30.0
579427105,30.0
579427106,30.0
579427107,30.0
579427108,30.0
579427109,30.0
579427110,30.0
579427111,30.0
579427112,30.0
579427113,30.0
579433341,30.0
579433342,30.0
579433343,30.0
579433344,30.0
579433345,30.0
579433346,30.0
579433347,30.0
579433348,30.0
579433349,30.0
579433350,30.0
579433351,30.0
579433352,30.0
579433353,30.0
579437714,30.0
579437715,30.0
579437716,30.0
579437717,30.0
579437718,30.0
579437719,30.0
579437720,30.0
579437721,30.0
579437774,30.0
579437775,30.0
579437776,30.0
579437777,30.0
579437778,30.0
579437779,30.0
579437780,30.0
579437781,30.0
579437782,30.0
579437783,30.0
579437784,30.0
579437785,30.0
579437786,30.0
579437787,30.0
579437788,30.0
579437789,30.0
579437790,30.0
579437791,30.0
579437792,30.0
579437793,30.0
579437794,30.0
579437795,30.0
579437796,30.0
579437797,30.0
579437798,30.0
579437799,30.0
579437800,30.0
579437801,30.0
579437802,30.0
579437803,30.0
579437804,30.0
579437805,30.0
579437806,30.0
579437807,30.0
579437808,30.0
579437809,30.0
579437810,30.0
579437811,30.0
579437812,30.0
579437813,30.0
579437814,30.0
579438110,30.0
579438111,30.0
579438112,30.0
579438113,25.0
579438114,25.0
579438115,25.0
579438116,30.0
579438117,30.0
579438118,30.0
579438416,30.0
579438417,30.0
579440668,30.0
579440669,24.0
579440671,30.0
579440673,30.0
579440674,25.0
579440675,30.0
579440676,30.0
579440677,30.0
579440678,30.0
579440680,30.0
579440682,30.0
579440683,30.0
579440684,30.0
579442300,30.0
579442301,30.0
579442302,30.0
579442303,30.0
579442304,30.0
579442305,30.0
579442307,30.0
579442308,30.0
579442309,30.0
579442310,30.0
579442311,30.0
579442312,30.0
579442313,30.0
579442314,30.0
579442315,30.0
579442316,30.0
579442317,30.0
579442318,30.0
579442319,30.0
579442320,30.0
579442321,30.0
579442322,30.0
579442323,30.0
579442324,30.0
579442325,30.0
579444456,30.0
579444458,30.0
579444460,30.0
579444461,30.0
579444463,30.0
579444465,30.0
579444467,30.0
579444469,30.0
579444471,30.0
579444473,30.0
579444475,30.0
579444477,30.0
579444479,30.0
579444481,30.0
579444483,30.0
579444485,30.0
579444487,30.0
579444488,30.0
579447867,30.0
579447868,30.0
579447869,30.0
579447870,30.0
579447871,30.0
579447872,30.0
579447873,30.0
579447874,30.0
579447875,30.0
579447876,30.0
579447877,30.0
579447878,30.0
579447879,30.0
579447880,30.0
579447881,30.0
579447882,30.0
579447883,30.0
579447884,30.0
579447885,30.0
579447886,30.0
579447887,25.0
579447888,30.0
579447889,30.0
579447890,24.0
579447891,30.0
579447892,30.0
579447893,25.0
579447894,25.0
579447895,30.0
579447896,30.0
579448624,30.0
579448625,30.0
579448626,30.0
579448627,30.0
579448628,30.0
579448629,30.0
579448630,30.0
579448631,30.0
579448632,30.0
579450171,30.0
579450172,24.0
579450173,30.0
579450174,30.0
579450175,30.0
579450176,24.0
579450177,30.0
579450178,30.0
579450179,30.0
579450180,30.0
579450181,30.0
579450182,30.0
579450183,30.0
579450184,30.0
579450185,30.0
579450186,30.0
579450187,30.0
579450188,30.0
579450189,30.0
579450190,30.0
579450191,30.0
579450192,30.0
579450193,24.0
579450194,30.0
579451080,30.0
579451081,30.0
579451082,30.0
579451083,30.0
579451084,30.0
579451085,30.0
579451086,30.0
579451087,30.0
579451088,30.0
579451089,30.0
579451090,30.0
579451092,30.0
579451093,30.0
579451094,30.0
579451095,30.0
579451096,30.0
579451097,30.0
579451098,30.0
579451099,30.0
579451100,30.0
579451101,30.0
579451102,30.0
579451103,30.0
579451104,30.0
579451105,30.0
579452811,30.0
579452812,25.0
579452813,20.0
579452814,30.0
579452815,25.0
579452816,25.0
579452818,30.0
579452819,30.0
579452820,30.0
579452821,30.0
579452822,30.0
579452824,30.0
579452825,30.0
579452826,30.0
579452827,30.0
579452828,30.0
579452829,30.0
579452830,30.0
579452831,30.0
579452832,30.0
579453341,30.0
579453342,30.0
579453343,30.0
579453344,30.0
579453345,30.0
579453346,30.0
579453347,30.0
579453348,30.0
579453445,30.0
579453446,30.0
579453447,30.0
579453488,25.0
579453491,25.0
579453493,25.0
579453495,30.0
579454288,30.0
579454289,30.0
579454290,30.0
579454291,30.0
579454292,30.0
579454293,30.0
579454294,30.0
579454295,30.0
579454296,30.0
579454297,30.0
579454298,30.0
579454299,30.0
579458530,25.0
579458531,20.0
579458532,20.0
579458533,20.0
579458534,25.0
579459068,30.0
579459069,30.0
579459070,30.0
579459071,30.0
579459072,30.0
579459073,30.0
579459074,30.0
579459075,30.0
579459076,30.0
579459078,30.0
579459080,30.0
579459082,30.0
579459084,30.0
579459086,30.0
579460091,20.0
579460092,20.0
579460093,30.0
579460509,30.0
579460510,30.0
579460511,30.0
579460512,30.0
579460513,30.0
579460515,30.0
579460517,30.0
579460519,30.0
579460521,30.0
579460523,30.0
579460524,30.0
579460526,30.0
579460528,30.0
579460529,30.0
579460530,30.0
579460531,30.0
579460532,30.0
579460534,30.0
579460535,30.0
579462111,30.0
579462112,30.0
579462113,30.0
579462114,30.0
579462115,30.0
579462116,30.0
579462117,30.0
579462118,30.0
579462119,30.0
579462120,30.0
579462166,30.0
579462167,30.0
579462168,30.0
579462169,30.0
579462170,30.0
579462171,30.0
579462172,30.0
579462173,30.0
579462174,30.0
579462176,30.0
579462177,30.0
579462178,30.0
579462179,25.0
579462181,30.0
579462182,30.0
579462183,30.0
579462184,30.0
579462185,30.0
579462186,30.0
579462187,30.0
579462188,30.0
579462189,30.0
579462190,30.0
579462191,30.0
579462192,30.0
579462193,30.0
579462194,30.0
579462195,30.0
579462196,30.0
579462197,30.0
579462198,30.0
579462199,30.0
579462200,30.0
579462201,30.0
579462202,30.0
579462203,30.0
579462204,30.0
579462205,30.0
579462206,30.0
579462207,30.0
579462208,30.0
579462209,30.0
579462210,30.0
579462211,25.0
579489040,30.0
579489041,30.0
579489042,30.0
579489043,30.0
579489044,30.0
579489045,30.0
579489046,30.0
579489047,30.0
579489048,25.0
579489049,25.0
579489050,20.0
579489051,25.0
579489052,30.0
579489053,30.0
579489054,30.0
579493587,20.0
579493588,30.0
579493589,30.0
579493590,30.0
579493591,30.0
579493592,30.0
579493593,30.0
579493594,20.0
579493595,30.0
579493596,30.0
579493597,30.0
579493598,30.0
579493599,30.0
579496719,30.0
579496720,20.0
579496721,20.0
579496723,30.0
579496724,30.0
579496725,20.0
579496726,20.0
579496728,20.0
579496729,20.0
579496730,20.0
579496731,20.0
579496732,20.0
579496733,20.0
579496734,20.0
579496735,20.0
579497543,30.0
579497544,30.0
579497545,30.0
579497546,30.0
579497547,30.0
579497548,30.0
579497549,30.0
579497550,30.0
579497551,30.0
579497552,30.0
579497553,30.0
579497554,30.0
579497555,30.0
579497556,30.0
579497557,30.0
579497558,30.0
579497559,30.0
579497560,30.0
579497561,30.0
579497562,30.0
579497563,30.0
579497564,30.0
579497565,30.0
579497566,30.0
579499383,30.0
579499385,30.0
579499387,30.0
579499390,30.0
579499394,30.0
579499398,30.0
579499401,30.0
579632118,30.0
579632119,30.0
579632120,30.0
579632121,30.0
579637094,30.0
579637095,30.0
579637096,30.0
579637097,40.0
579637098,30.0
579637100,30.0
579637101,30.0
579637102,30.0
579637103,45.0
579637104,45.0
579637107,30.0
579637108,30.0
579638084,20.0
579638086,30.0
579638087,30.0
580276724,25.0
580276725,25.0
580279608,20.0
580279609,20.0
580279610,20.0
580281330,30.0
580281331,30.0
580281332,30.0
580281354,45.0
580281355,30.0
580281356,30.0
580281357,30.0
580281358,30.0
580285047,30.0
580285048,30.0
580285049,30.0
580285050,25.0
580285053,30.0
580285054,30.0
580285055,30.0
580285056,30.0
580285058,30.0
580285059,30.0
580285060,30.0
580285061,30.0
580285062,30.0
580285063,30.0
580285064,30.0
580285065,30.0
580285066,30.0
580285067,30.0
580285068,30.0
580285069,30.0
580285070,30.0
580285071,30.0
580285072,30.0
580285073,30.0
580285074,30.0
580285075,30.0
580285076,30.0
580285077,30.0
580285078,30.0
580285080,30.0
580285081,30.0
580285082,30.0
580285083,30.0
580285084,30.0
580285085,30.0
580285086,30.0
580285087,30.0
580285088,30.0
580285089,30.0
580285090,30.0
580285091,30.0
580285092,30.0
580285093,30.0
580285094,30.0
580285095,30.0
580285096,30.0
580285098,30.0
580285099,30.0
580285100,30.0
580285101,30.0
580285102,30.0
580285103,30.0
580285104,30.0
580285105,30.0
580285106,30.0
580285107,25.0
580285109,30.0
580285110,30.0
580285111,30.0
580285724,30.0
580285725,30.0
580294599,30.0
580294600,30.0
580294601,30.0
580294602,30.0
580294610,25.0
580294625,20.0
580294641,20.0
580294660,30.0
580294662,30.0
580294663,30.0
580294665,30.0
580294667,30.0
580294669,30.0
580294670,30.0
580294672,30.0
580294673,30.0
580294675,30.0
580294676,30.0
580294677,30.0
580294678,30.0
580294679,30.0
580294680,30.0
580294681,30.0
580294682,30.0
580294683,30.0
580294684,30.0
580294685,30.0
580294686,30.0
580294687,30.0
580294688,30.0
580294689,30.0
580294690,30.0
580294691,30.0
580294692,30.0
580294693,30.0
580294694,30.0
580294695,30.0
580294696,30.0
580294697,30.0
580294698,30.0
580294699,30.0
580294700,30.0
580294701,30.0
580294702,30.0
580294703,30.0
580294704,30.0
580294705,30.0
580294706,30.0
580294707,30.0
580294709,30.0
580294710,30.0
580294711,30.0
580294712,30.0
580294713,30.0
580294714,30.0
580294715,30.0
580294716,30.0
580294717,30.0
580294718,30.0
580294719,30.0
580294720,30.0
580294721,30.0
580294723,30.0
580294725,30.0
580294726,30.0
580297412,30.0
580297413,30.0
580297414,30.0
580297415,30.0
580297534,30.0
580297535,30.0
580297536,30.0
580297537,30.0
580297538,30.0
580297539,30.0
580297540,30.0
580297541,30.0
580297542,30.0
580297543,30.0
580297544,30.0
580297545,30.0
580300552,30.0
580300553,30.0
580300554,25.0
580300555,25.0
580300556,25.0
580300557,25.0
580300558,25.0
580300559,30.0
580300561,30.0
580300562,30.0
580300563,30.0
580300567,32.0
580300568,30.0
580300569,30.0
580300570,30.0
580300572,30.0
580300573,30.0
580300575,30.0
580300576,30.0
580300577,30.0
580300579,30.0
580300580,30.0
580300583,30.0
580300584,30.0
580300585,30.0
580300586,30.0
580300587,30.0
580300588,30.0
580300589,30.0
580300590,30.0
580300592,30.0
580300594,30.0
580300595,30.0
580300596,30.0
580300597,30.0
580300598,30.0
580300599,30.0
580301588,30.0
580301590,30.0
580301592,30.0
580301594,30.0
580301596,30.0
580301598,30.0
580301599,30.0
580301602,30.0
580301615,30.0
580301617,30.0
580301620,30.0
580301621,30.0
580301624,30.0
580301626,30.0
580301628,20.0
580301630,20.0
580301633,30.0
580301635,30.0
580301637,30.0
580301639,20.0
580301642,20.0
580301644,20.0
580301646,30.0
580301648,30.0
580302831,25.0
580302832,25.0
580302833,25.0
580302834,25.0
580304298,30.0
580304299,30.0
580304300,30.0
580304301,30.0
580307644,30.0
580307645,30.0
580307646,30.0
580307647,30.0
580307648,30.0
580307649,30.0
580307650,30.0
580307651,30.0
580307652,30.0
580307654,30.0
580307804,30.0
580307805,30.0
580307806,30.0
580307807,30.0
580307808,30.0
580307809,30.0
580307810,30.0
580307811,20.0
580307812,30.0
580307813,30.0
580307814,30.0
580307815,30.0
580307816,30.0
580307817,30.0
580307818,30.0
580307819,30.0
580307820,30.0
580307821,30.0
580311558,20.0
580311559,20.0
580311560,30.0
580311561,20.0
580311562,30.0
580311563,30.0
580311564,30.0
580311566,30.0
580311567,30.0
580311569,30.0
580311570,30.0
580311571,30.0
580311572,30.0
580311573,30.0
580311574,30.0
580311575,30.0
580311576,30.0
580317703,30.0
580317704,30.0
580317705,30.0
580317706,30.0
